"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Sweden (SE)","01.04.2015 23:00 - 02.04.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6152","n/e","7599","979","n/e","n/e","n/e","n/e","1612"
"Sweden (SE)","02.04.2015 00:00 - 02.04.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5510","n/e","7680","954","n/e","n/e","n/e","n/e","1644"
"Sweden (SE)","02.04.2015 01:00 - 02.04.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5107","n/e","7707","953","n/e","n/e","n/e","n/e","1612"
"Sweden (SE)","02.04.2015 02:00 - 02.04.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4804","n/e","7710","950","n/e","n/e","n/e","n/e","1613"
"Sweden (SE)","02.04.2015 03:00 - 02.04.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4846","n/e","7710","952","n/e","n/e","n/e","n/e","1546"
"Sweden (SE)","02.04.2015 04:00 - 02.04.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5204","n/e","7709","952","n/e","n/e","n/e","n/e","1528"
"Sweden (SE)","02.04.2015 05:00 - 02.04.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6277","n/e","7707","954","n/e","n/e","n/e","n/e","1529"
"Sweden (SE)","02.04.2015 06:00 - 02.04.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8008","n/e","7706","966","n/e","n/e","n/e","n/e","1552"
"Sweden (SE)","02.04.2015 07:00 - 02.04.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9401","n/e","7704","1004","n/e","n/e","n/e","n/e","1518"
"Sweden (SE)","02.04.2015 08:00 - 02.04.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9732","n/e","7705","1004","n/e","n/e","n/e","n/e","1432"
"Sweden (SE)","02.04.2015 09:00 - 02.04.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10014","n/e","7707","993","n/e","n/e","n/e","n/e","1405"
"Sweden (SE)","02.04.2015 10:00 - 02.04.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9933","n/e","7704","986","n/e","n/e","n/e","n/e","1293"
"Sweden (SE)","02.04.2015 11:00 - 02.04.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9537","n/e","7706","981","n/e","n/e","n/e","n/e","1263"
"Sweden (SE)","02.04.2015 12:00 - 02.04.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9058","n/e","7702","962","n/e","n/e","n/e","n/e","1273"
"Sweden (SE)","02.04.2015 13:00 - 02.04.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8388","n/e","7725","980","n/e","n/e","n/e","n/e","1406"
"Sweden (SE)","02.04.2015 14:00 - 02.04.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8111","n/e","7744","981","n/e","n/e","n/e","n/e","1535"
"Sweden (SE)","02.04.2015 15:00 - 02.04.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7763","n/e","7746","973","n/e","n/e","n/e","n/e","1647"
"Sweden (SE)","02.04.2015 16:00 - 02.04.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7600","n/e","7746","965","n/e","n/e","n/e","n/e","1729"
"Sweden (SE)","02.04.2015 17:00 - 02.04.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7637","n/e","7746","976","n/e","n/e","n/e","n/e","1767"
"Sweden (SE)","02.04.2015 18:00 - 02.04.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7805","n/e","7747","964","n/e","n/e","n/e","n/e","1785"
"Sweden (SE)","02.04.2015 19:00 - 02.04.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8182","n/e","7747","995","n/e","n/e","n/e","n/e","1774"
"Sweden (SE)","02.04.2015 20:00 - 02.04.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8139","n/e","7750","990","n/e","n/e","n/e","n/e","1752"
"Sweden (SE)","02.04.2015 21:00 - 02.04.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8042","n/e","7753","964","n/e","n/e","n/e","n/e","1851"
"Sweden (SE)","02.04.2015 22:00 - 02.04.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7747","n/e","7753","957","n/e","n/e","n/e","n/e","1905"
"Sweden (SE)","02.04.2015 23:00 - 03.04.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6843","n/e","7756","956","n/e","n/e","n/e","n/e","1933"
"Sweden (SE)","03.04.2015 00:00 - 03.04.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5253","n/e","7755","926","n/e","n/e","n/e","n/e","2118"
"Sweden (SE)","03.04.2015 01:00 - 03.04.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4689","n/e","7755","939","n/e","n/e","n/e","n/e","2132"
"Sweden (SE)","03.04.2015 02:00 - 03.04.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4531","n/e","7757","964","n/e","n/e","n/e","n/e","2116"
"Sweden (SE)","03.04.2015 03:00 - 03.04.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4483","n/e","7758","965","n/e","n/e","n/e","n/e","2090"
"Sweden (SE)","03.04.2015 04:00 - 03.04.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4545","n/e","7758","964","n/e","n/e","n/e","n/e","2038"
"Sweden (SE)","03.04.2015 05:00 - 03.04.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5348","n/e","7759","947","n/e","n/e","n/e","n/e","2005"
"Sweden (SE)","03.04.2015 06:00 - 03.04.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6304","n/e","7758","948","n/e","n/e","n/e","n/e","1925"
"Sweden (SE)","03.04.2015 07:00 - 03.04.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7186","n/e","7757","960","n/e","n/e","n/e","n/e","1885"
"Sweden (SE)","03.04.2015 08:00 - 03.04.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8014","n/e","7755","981","n/e","n/e","n/e","n/e","1805"
"Sweden (SE)","03.04.2015 09:00 - 03.04.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8081","n/e","7754","978","n/e","n/e","n/e","n/e","1651"
"Sweden (SE)","03.04.2015 10:00 - 03.04.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8031","n/e","7752","982","n/e","n/e","n/e","n/e","1547"
"Sweden (SE)","03.04.2015 11:00 - 03.04.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7919","n/e","7752","993","n/e","n/e","n/e","n/e","1449"
"Sweden (SE)","03.04.2015 12:00 - 03.04.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7858","n/e","7751","1008","n/e","n/e","n/e","n/e","1445"
"Sweden (SE)","03.04.2015 13:00 - 03.04.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7603","n/e","7751","977","n/e","n/e","n/e","n/e","1466"
"Sweden (SE)","03.04.2015 14:00 - 03.04.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7503","n/e","7750","1000","n/e","n/e","n/e","n/e","1521"
"Sweden (SE)","03.04.2015 15:00 - 03.04.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7438","n/e","7749","975","n/e","n/e","n/e","n/e","1567"
"Sweden (SE)","03.04.2015 16:00 - 03.04.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7589","n/e","7749","968","n/e","n/e","n/e","n/e","1575"
"Sweden (SE)","03.04.2015 17:00 - 03.04.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7967","n/e","7747","970","n/e","n/e","n/e","n/e","1510"
"Sweden (SE)","03.04.2015 18:00 - 03.04.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8224","n/e","7747","972","n/e","n/e","n/e","n/e","1464"
"Sweden (SE)","03.04.2015 19:00 - 03.04.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8282","n/e","7746","955","n/e","n/e","n/e","n/e","1422"
"Sweden (SE)","03.04.2015 20:00 - 03.04.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8323","n/e","7746","949","n/e","n/e","n/e","n/e","1438"
"Sweden (SE)","03.04.2015 21:00 - 03.04.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7867","n/e","7746","927","n/e","n/e","n/e","n/e","1459"
"Sweden (SE)","03.04.2015 22:00 - 03.04.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7507","n/e","7748","930","n/e","n/e","n/e","n/e","1536"
"Sweden (SE)","03.04.2015 23:00 - 04.04.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6737","n/e","7751","934","n/e","n/e","n/e","n/e","1592"
"Sweden (SE)","04.04.2015 00:00 - 04.04.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5529","n/e","7751","879","n/e","n/e","n/e","n/e","1530"
"Sweden (SE)","04.04.2015 01:00 - 04.04.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5391","n/e","7751","878","n/e","n/e","n/e","n/e","1634"
"Sweden (SE)","04.04.2015 02:00 - 04.04.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5320","n/e","7752","878","n/e","n/e","n/e","n/e","1752"
"Sweden (SE)","04.04.2015 03:00 - 04.04.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5018","n/e","7746","889","n/e","n/e","n/e","n/e","1863"
"Sweden (SE)","04.04.2015 04:00 - 04.04.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4974","n/e","7738","888","n/e","n/e","n/e","n/e","1864"
"Sweden (SE)","04.04.2015 05:00 - 04.04.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5264","n/e","7741","893","n/e","n/e","n/e","n/e","1861"
"Sweden (SE)","04.04.2015 06:00 - 04.04.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6208","n/e","7739","893","n/e","n/e","n/e","n/e","1846"
"Sweden (SE)","04.04.2015 07:00 - 04.04.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6928","n/e","7740","901","n/e","n/e","n/e","n/e","1666"
"Sweden (SE)","04.04.2015 08:00 - 04.04.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7717","n/e","7738","893","n/e","n/e","n/e","n/e","1191"
"Sweden (SE)","04.04.2015 09:00 - 04.04.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8254","n/e","7738","893","n/e","n/e","n/e","n/e","944"
"Sweden (SE)","04.04.2015 10:00 - 04.04.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8316","n/e","7737","893","n/e","n/e","n/e","n/e","1016"
"Sweden (SE)","04.04.2015 11:00 - 04.04.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8074","n/e","7737","886","n/e","n/e","n/e","n/e","1124"
"Sweden (SE)","04.04.2015 12:00 - 04.04.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7814","n/e","7733","873","n/e","n/e","n/e","n/e","1182"
"Sweden (SE)","04.04.2015 13:00 - 04.04.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7734","n/e","7733","864","n/e","n/e","n/e","n/e","1233"
"Sweden (SE)","04.04.2015 14:00 - 04.04.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7616","n/e","7732","862","n/e","n/e","n/e","n/e","1242"
"Sweden (SE)","04.04.2015 15:00 - 04.04.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7616","n/e","7728","862","n/e","n/e","n/e","n/e","1296"
"Sweden (SE)","04.04.2015 16:00 - 04.04.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7556","n/e","7727","865","n/e","n/e","n/e","n/e","1245"
"Sweden (SE)","04.04.2015 17:00 - 04.04.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7604","n/e","7729","872","n/e","n/e","n/e","n/e","1186"
"Sweden (SE)","04.04.2015 18:00 - 04.04.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7782","n/e","7729","876","n/e","n/e","n/e","n/e","1041"
"Sweden (SE)","04.04.2015 19:00 - 04.04.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8009","n/e","7733","881","n/e","n/e","n/e","n/e","884"
"Sweden (SE)","04.04.2015 20:00 - 04.04.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7893","n/e","7730","898","n/e","n/e","n/e","n/e","963"
"Sweden (SE)","04.04.2015 21:00 - 04.04.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7851","n/e","7731","915","n/e","n/e","n/e","n/e","1027"
"Sweden (SE)","04.04.2015 22:00 - 04.04.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7421","n/e","7734","922","n/e","n/e","n/e","n/e","1125"
"Sweden (SE)","04.04.2015 23:00 - 05.04.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6831","n/e","7736","931","n/e","n/e","n/e","n/e","1120"
"Sweden (SE)","05.04.2015 00:00 - 05.04.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5964","n/e","7736","945","n/e","n/e","n/e","n/e","1115"
"Sweden (SE)","05.04.2015 01:00 - 05.04.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5286","n/e","7743","948","n/e","n/e","n/e","n/e","1185"
"Sweden (SE)","05.04.2015 02:00 - 05.04.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5171","n/e","7741","954","n/e","n/e","n/e","n/e","1202"
"Sweden (SE)","05.04.2015 03:00 - 05.04.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4893","n/e","7741","954","n/e","n/e","n/e","n/e","1195"
"Sweden (SE)","05.04.2015 04:00 - 05.04.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4862","n/e","7743","953","n/e","n/e","n/e","n/e","1131"
"Sweden (SE)","05.04.2015 05:00 - 05.04.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4999","n/e","7741","957","n/e","n/e","n/e","n/e","1162"
"Sweden (SE)","05.04.2015 06:00 - 05.04.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5364","n/e","7740","947","n/e","n/e","n/e","n/e","1089"
"Sweden (SE)","05.04.2015 07:00 - 05.04.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6100","n/e","7744","957","n/e","n/e","n/e","n/e","957"
"Sweden (SE)","05.04.2015 08:00 - 05.04.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6690","n/e","7743","957","n/e","n/e","n/e","n/e","776"
"Sweden (SE)","05.04.2015 09:00 - 05.04.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7072","n/e","7744","955","n/e","n/e","n/e","n/e","556"
"Sweden (SE)","05.04.2015 10:00 - 05.04.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7170","n/e","7749","940","n/e","n/e","n/e","n/e","607"
"Sweden (SE)","05.04.2015 11:00 - 05.04.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7180","n/e","7747","935","n/e","n/e","n/e","n/e","745"
"Sweden (SE)","05.04.2015 12:00 - 05.04.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7044","n/e","7748","922","n/e","n/e","n/e","n/e","721"
"Sweden (SE)","05.04.2015 13:00 - 05.04.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6963","n/e","7751","918","n/e","n/e","n/e","n/e","768"
"Sweden (SE)","05.04.2015 14:00 - 05.04.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6815","n/e","7748","916","n/e","n/e","n/e","n/e","817"
"Sweden (SE)","05.04.2015 15:00 - 05.04.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6816","n/e","7744","916","n/e","n/e","n/e","n/e","857"
"Sweden (SE)","05.04.2015 16:00 - 05.04.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6757","n/e","7745","917","n/e","n/e","n/e","n/e","826"
"Sweden (SE)","05.04.2015 17:00 - 05.04.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7005","n/e","7748","910","n/e","n/e","n/e","n/e","764"
"Sweden (SE)","05.04.2015 18:00 - 05.04.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7453","n/e","7744","914","n/e","n/e","n/e","n/e","735"
"Sweden (SE)","05.04.2015 19:00 - 05.04.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7664","n/e","7743","915","n/e","n/e","n/e","n/e","757"
"Sweden (SE)","05.04.2015 20:00 - 05.04.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8108","n/e","7741","924","n/e","n/e","n/e","n/e","980"
"Sweden (SE)","05.04.2015 21:00 - 05.04.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8150","n/e","7742","934","n/e","n/e","n/e","n/e","1232"
"Sweden (SE)","05.04.2015 22:00 - 05.04.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7637","n/e","7743","937","n/e","n/e","n/e","n/e","1434"
"Sweden (SE)","05.04.2015 23:00 - 06.04.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6975","n/e","7744","929","n/e","n/e","n/e","n/e","1602"
"Sweden (SE)","06.04.2015 00:00 - 06.04.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5633","n/e","7744","952","n/e","n/e","n/e","n/e","1729"
"Sweden (SE)","06.04.2015 01:00 - 06.04.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4817","n/e","7747","965","n/e","n/e","n/e","n/e","1723"
"Sweden (SE)","06.04.2015 02:00 - 06.04.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4381","n/e","7748","967","n/e","n/e","n/e","n/e","1716"
"Sweden (SE)","06.04.2015 03:00 - 06.04.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4207","n/e","7746","968","n/e","n/e","n/e","n/e","1683"
"Sweden (SE)","06.04.2015 04:00 - 06.04.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4268","n/e","7745","966","n/e","n/e","n/e","n/e","1751"
"Sweden (SE)","06.04.2015 05:00 - 06.04.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4699","n/e","7743","971","n/e","n/e","n/e","n/e","1757"
"Sweden (SE)","06.04.2015 06:00 - 06.04.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5303","n/e","7742","984","n/e","n/e","n/e","n/e","1749"
"Sweden (SE)","06.04.2015 07:00 - 06.04.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6258","n/e","7741","974","n/e","n/e","n/e","n/e","1713"
"Sweden (SE)","06.04.2015 08:00 - 06.04.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7302","n/e","7740","974","n/e","n/e","n/e","n/e","1564"
"Sweden (SE)","06.04.2015 09:00 - 06.04.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7411","n/e","7740","958","n/e","n/e","n/e","n/e","1411"
"Sweden (SE)","06.04.2015 10:00 - 06.04.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7504","n/e","7741","948","n/e","n/e","n/e","n/e","1344"
"Sweden (SE)","06.04.2015 11:00 - 06.04.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7620","n/e","7739","956","n/e","n/e","n/e","n/e","1284"
"Sweden (SE)","06.04.2015 12:00 - 06.04.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7704","n/e","7738","938","n/e","n/e","n/e","n/e","1344"
"Sweden (SE)","06.04.2015 13:00 - 06.04.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7456","n/e","7737","967","n/e","n/e","n/e","n/e","1360"
"Sweden (SE)","06.04.2015 14:00 - 06.04.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7225","n/e","7741","957","n/e","n/e","n/e","n/e","1500"
"Sweden (SE)","06.04.2015 15:00 - 06.04.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7127","n/e","7743","943","n/e","n/e","n/e","n/e","1634"
